Timestamp,On what day did you attend the course?,Which course did you attend?,Where did you attend the course?,How worthwhile was attending the course for you?,Did you feel that the training course atmosphere was welcoming?,Did you feel comfortable interacting with the instructors?,Was the course content new for you?,Do you think that the instructors were knowledgable about the material being taught?,Do you think that the instructors gave clear answers to questions?,Do you think that the instructors were good communicators?,How likely is it that you will use this technology more in your research?,Do you feel confident to apply what you have learnt at the training?,Which parts of the course did you find most useful? Why?,Which parts of the course did you find least useful? Why?,How likely is it that you would recommend Intersect training courses to colleagues?,Do you have any other suggestions or feedback on this course or Intersect Training in general?,Delivery,Primary Trainers,Uni_short,Course_code,Role,Year,Quarter,Month,Week,Day,Registered,Attended,Course_type,Duration,Tool,Unique_ID
13/02/2018 17:04:50,13/02/2018,Intro to Unix,University of Newcastle,10,,,5,10,,,6,,"grep, good to search",former part because I already know that,10,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:05:02,13/02/2018,Intro to Unix,University of Newcastle,9,,,5,10,,,10,,Unix commands beyond basic navigation/file operations,basic navigation,10,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:05:02,13/02/2018,Intro to Unix,University of Newcastle,10,,,9,7,,,8,,scripts because its more related to my research,every thing is useful,8,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:05:05,13/02/2018,Intro to Unix,University of Newcastle,8,,,7,10,,,9,,"Manipulating files, wildcards, writing scripts.-",,9,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:05:10,13/02/2018,Intro to Unix,University of Newcastle,7,,,4,8,,,7,,End of the course,Beginning of the course,7,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:05:10,13/02/2018,Intro to Unix,University of Newcastle,10,,,10,10,,,10,,all of it,nil,10,very helpful,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:05:24,13/02/2018,Intro to Unix,University of Newcastle,9,,,7,9,,,10,,script writing. Good basic knowledge for HPC script writing,,7,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:06:25,13/02/2018,Intro to Unix,University of Newcastle,8,,,5,10,,,10,,The end sections on scripting bash commands,The beginning stuff because i was already familiar with changing directories and sshing i understand others might not be though and thats what the course is for,8,,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
13/02/2018 17:06:39,13/02/2018,Intro to Unix,University of Newcastle,10,,,5,9,,,9,,Loops and Shell scripts; I'll use them for my bioinformatics work,None.,10,I think it would be good if you introduce us some materials to read prior to each section.,InPerson,"IC, RB",UON,UNIX101,,2018,1,2,7,Tue,28,28,,0.5,Unix,43144_UON_UNIX101
14/02/2018 15:57:47,14/02/2018,Introduction to Programming with Python,The University of Sydney,1,,,1,5,,,5,,,,4,I found the pace of the workshop to be quite slow and dependent on the understanding of others in the room. A suggestion would be to have a workbook with specific problems which would allow other people to figure things out as they go (at their own speed). This could be complimented with an overview of the basics at the start and free up the facilitators time throughout the day to troubleshoot with those who need it. ,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:00:11,14/02/2018,Introduction to Programming with Python,The University of Sydney,7,,,9,9,,,7,,the parts that covered looping and making figures were particularly helpful,,7,I feel like a got an introduction to a small bit of Python but not the broad overview that I was hoping for,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:00:40,14/02/2018,Introduction to Programming with Python,The University of Sydney,9,,,7,9,,,5,,,,9,,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:01:01,14/02/2018,Introduction to Programming with Python,The University of Sydney,9,,,9,9,,,9,,,,9,,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:01:38,14/02/2018,Introduction to Programming with Python,The University of Sydney,6,,,5,6,,,7,,Working through own examples,Lot of copy/paste without a lot of understanding,7,More own work/ practice problems,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:01:41,14/02/2018,Introduction to Programming with Python,The University of Sydney,7,,,9,8,,,9,,details on how to correctly structure python scripts,,9,,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:02:45,14/02/2018,Introduction to Programming with Python,The University of Sydney,7,,,7,10,,,8,,intro to basic concepts in python,"the last session on error testing. good to understand they the types of errors, but my brain was full at the end of the day",10,,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:04:18,14/02/2018,Introduction to Programming with Python,The University of Sydney,8,,,6,9,,,8,,introduction to numpy,,8,,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:04:37,14/02/2018,Introduction to Programming with Python,The University of Sydney,10,,,7,10,,,10,,General calculations and basic management of the data. Also how to import libraries as I will use this for my degree,Everything was useful,10,Congrats!,InPerson,"JZ, SW",USYD,PYTHON101,,2018,1,2,7,Wed,25,14,,1,Python,43145_USYD_PYTHON101
14/02/2018 16:17:49,14/02/2018,Introduction to Programming with R,University of Newcastle,10,,,7,10,,,10,,Loops,factors,10,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:22:09,14/02/2018,Introduction to Programming with R,University of Newcastle,9,,,10,6,,,9,,,,10,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:31:35,14/02/2018,Introduction to Programming with R,University of Newcastle,7,,,10,6,,,9,,,,7,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:31:49,14/02/2018,Introduction to Programming with R,University of Newcastle,10,,,10,9,,,9,,plotting graphs,,10,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:03,14/02/2018,Introduction to Programming with R,University of Newcastle,10,,,10,10,,,10,,Everything,Nothing,10,Double screen so the lecturer can work while the students can look at the previous example. Otherwise great.  Thanks Israel and Richard.,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:16,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,10,8,,,10,,,,8,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:18,14/02/2018,Introduction to Programming with R,University of Newcastle,5,,,10,2,,,8,,,,10,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:27,14/02/2018,Introduction to Programming with R,University of Newcastle,4,,,1,3,,,9,,,,8,"I think my background in R was strongly than I thought, so I feel it's unfair of me to make a fair assessment. My only suggestion would be to explain every piece of a line and then ask the class to do excerises
",InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:28,14/02/2018,Introduction to Programming with R,University of Newcastle,9,,,7,10,,,10,,The looping examples plotting data from multiple datasets,,9,"Well-paced course, suitable to beginners as well as people who're returning tp programming after a hiatus (like me!)",InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:34,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,10,7,,,9,,"loops, for calculation","reading file, my research so far doesn't include statistical analysis",7,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:37,14/02/2018,Introduction to Programming with R,University of Newcastle,7,,,6,8,,,10,,For loops make the program more useful than standard excel.,,8,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:32:47,14/02/2018,Introduction to Programming with R,University of Newcastle,10,,,6,10,,,9,,All,,10,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:00,14/02/2018,Introduction to Programming with R,University of Newcastle,5,,,9,4,,,7,,,,5,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:03,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,10,8,,,10,,Statistical Analysis,,10,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:03,14/02/2018,Introduction to Programming with R,University of Newcastle,4,,,10,4,,,6,,,Not enough explanation of the purposes of the different commands and what they mean. ,8,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:09,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,10,8,,,10,,"graphing the results but I would have like to know how to construct a table with the graph results ie for scientific journals, they sometimes require a table and graph.",not much,9,The course was good but I would like to know if we can access the exercise from the course for a refresher at a later date.,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:20,14/02/2018,Introduction to Programming with R,University of Newcastle,10,,,10,10,,,10,,All parts were found very useful,None,10,Keep up the great work guys,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:29,14/02/2018,Introduction to Programming with R,University of Newcastle,7,,,7,6,,,8,,Data analysis,None,6,,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:33:59,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,7,8,,,8,,"Loop in R, and the last section (how to run a Rscript file in the super computer).",None,10,Nope,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:34:03,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,8,10,,,10,,creation and understanding of functions,,10,"I would like more specific examples of R used for biological databases using Bioconductor and R packages. That would be more relevant to my research. Great course on the basics though! Good job Israel
",InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:36:23,14/02/2018,Introduction to Programming with R,University of Newcastle,8,,,2,3,,,7,,introduction,Interpreting the output/results,6,There is the need to relate the output/results to real life data interpretation and analysis- Most of the teaching was very abstract and not friendly to beginners,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
14/02/2018 16:53:00,14/02/2018,Introduction to Programming with R,University of Newcastle,5,,,10,7,,,10,,all parts,nothing,10,The instructor was not very expert in R,InPerson,"IC, RB",UON,R101,,2018,1,2,7,Wed,30,26,,1,R,43145_UON_R101
15/02/2018 15:55:00,15/02/2018,Getting started with HPC,University of Newcastle,9,,,9,10,,,7,,"Accessing HPC clusters, submitting jobs, pbs scripts",,9,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:55:12,15/02/2018,Getting started with HPC,University of Newcastle,8,,,9,9,,,9,,,,8,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:55:20,15/02/2018,Getting started with HPC,University of Newcastle,10,,,7,10,,,10,,,,10,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:01,15/02/2018,Getting started with HPC,University of Newcastle,9,,,6,9,,,9,,,,9,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:08,15/02/2018,Getting started with HPC,University of Newcastle,7,,,7,8,,,10,,,,8,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:12,15/02/2018,Getting started with HPC,University of Newcastle,10,,,10,8,,,10,,,,10,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:22,15/02/2018,Getting started with HPC,University of Newcastle,8,,,7,8,,,7,,Run complicated script,,8,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:22,15/02/2018,Getting started with HPC,University of Newcastle,10,,,10,10,,,10,,all parts were useful,none,10,very useful learning material,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:35,15/02/2018,Getting started with HPC,University of Newcastle,8,,,9,10,,,7,,secure transfers of data and job submission to HPC. Most likely to use these aspects.,-,10,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:42,15/02/2018,Getting started with HPC,University of Newcastle,10,,,8,10,,,10,,run experiments on HPC with script,Different different language for HPC script,10,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:55,15/02/2018,Getting started with HPC,University of Newcastle,10,,,10,9,,,10,,shell scripts because its useful for my Research,every thing was useful,10,There must be more workshops from basic to advanced.,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:56:56,15/02/2018,Getting started with HPC,University of Newcastle,10,,,5,10,,,8,,Parallel computing,all usefull,10,no,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:58:23,15/02/2018,Getting started with HPC,University of Newcastle,7,,,10,7,,,5,,commands in linux,programming in R,8,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 15:59:22,15/02/2018,Getting started with HPC,University of Newcastle,10,,,10,9,,,5,,Almost all parts are useful and interesting. I may use them in the near future for my RNA-seq analysis.,None,10,None ,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
15/02/2018 16:14:01,15/02/2018,Getting started with HPC,University of Newcastle,8,,,8,10,,,10,,PBS scripting,ftp,10,,InPerson,"IC, RB",UON,HPC201,,2018,1,2,7,Thu,27,23,,1,HPC,43146_UON_HPC201
16/02/2018 13:29:48,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,7,,,7,8,,,10,,the data visualization,the basic data management,7,I think it will also be useful if there is course on basic programming using Python,InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
16/02/2018 13:30:51,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,8,,,6,6,,,8,,Database management,"Introduction to Python, because the course prerequisites was basic python knowledge.",8,,InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
16/02/2018 16:05:00,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,0,,,1,0,,,0,,"None. Pandas and seaborn are new to me, but not sure if they are useful to me yet.","All. I was expecting to hear about advanced programming techniques in python, not about interesting packages that I could use to get statistics.",0,"This course is titled ""Intermediate to Advanced Programming with Python"". Where are the list and dict comprehensions (which might at least be classified as intermediate Python)? Where are the generators and decorators? What about writing functions and classes and handling kwargs, etc? Perhaps this course would be better titled ""How to do statistics in Python"" and should be grouped under your ""Data Courses"" rather than your ""Software Courses"".",InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
16/02/2018 16:21:41,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,10,,,10,8,,,10,,Graphs to use in papers and documents,,10,,InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
16/02/2018 16:23:06,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,6,,,5,4,,,6,,,,7,,InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
16/02/2018 16:23:12,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,10,,,9,8,,,8,,"data visualisation, because it is useful for my research",,10,,InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
16/02/2018 16:23:37,16/02/2018,Intermediate to Advanced Programming in Python,University of Newcastle,10,,,8,9,,,8,,graphs,all good,10,,InPerson,"IC, RB",UON,PYTHON203,,2018,1,2,7,Fri,29,26,,1,Python,43147_UON_PYTHON203
